2q	Etiqueta 1	Etiqueta 2	Etiqueta 3	Resumen pregunta	Link etiqueta 2	keyword1	keyword2	keyword3	keyword4	keyword5	Pregunta	Respuesta	Fuente
326	Diabetes										¿Qué dieta debería adoptar si tengo diabetes de tipo 2?	 Mas que lo que no puedes comer es que comidas te hacen bien. Un plan saludable de alimentación para personas con diabetes generalmente es igual al plan de comidas saludables de cualquier persona: bajo en grasa (especialmente grasas saturadas y trans), consumo moderado de sal y azúcar, alimentos con granos integrales, vegetales y fruta. La comida para diabéticos y “dietética” en general no ofrece ningún beneficio especial. La mayoría eleva igual el nivel de glucosa en la sangre, usualmente es más cara y puede tener un efecto laxante si tienen alcoholes de azúcar.	
326	Diabetes										Siento que mi cuerpo me tiembla por dentro, escalofríos, no puedo dormir. Ayuda por favor. Tengo diabetes.	Es una Enfermedad crónica que se produce cuando el organismo pierde su capacidad de producir suficiente insulina o de utilizarla correctamente. La insulina es una hormona que permite que la glucosa de los alimentos (los azucares) entre a las células del cuerpo, en donde se convierte en energía para el cuerpo. Al no absorber el cuerpo la glucosa queda circulando en la sangre , generando exceso de azucar en la sangre (hiperglucemia) y dañando el organismo con el paso del tiempo. En muchos casos no presentan sintomas hasta el diagnostico de laboratorio sino los sintomas más frecuentes son: La triada de las 3P que significa Poliuria (Constante necesidad de orinar) Polidipsia (tener mucha sed), Polifagía(tener mucha hambre) , pérdida inusual de peso ,Fatiga e irritabilidad extremas.Infecciones frecuentes, Visión Borrosa, Cortes o moretones que demoran en sanar, hormigueo en las manos o los pies, infecciones recurrentes de la piel, encias. Si un gran procentaje de los pacientes no sabe que la tiene hasta muy avanzad la enfermedad o se les confirma durante un chequeo preventivo. para iniciarun tramiento esrecomendable queasistasa un centro desalud o un médico para empezar un plan de manejo según el grado deseveridadde tu enfermedad.	
326	Diabetes										En una persona de 81 años con hipertensión y diabetes, ¿cómo secan la vena safena?		
326	Diabetes										A mi abuelo tiene 90 años le amputaron una pierna hace 20 años y hoy nos dijeron que deben amputarle la otra por enfermedad vascular periférica y diabetes, ¿qué tan viable es este método para él?		
326	Diabetes										¿Cómo se detecta la diabetes de tipo 2 en pacientes jóvenes? He leído que muchos no saben que la tienen.	Hay varias maneras de diagnosticar la diabetes. Si su médico sospecha síntomas clásicos de glucosa alta le podra solicitar algunos de los siguientes examenes, prueba de la hemoglobina glicosilada (A1C) es diagnostica diabetes cuando: A1C ≥ 6.5% Las ventajas de este es  que no tiene que ayunar ni beber nada. y marca el estado de los ultimos 3 meses, Glicemia en ayunas, prueba de sangre que se debe tomar con al menos 8 horas antes del examen, Prueba de tolerancia a la glucosa oral prueba de sangre con una carga de azucar Se diagnostica diabetes cuando: Glucosa en la sangre a las 2 horas ≥ 200 mg/dl Prueba aleatoria (o casual) de glucosa plasmática prueba de sangre en cualquier momento frente a la duda de diabetes e diagnostica diabetes cuando: Glucosa en la sangre ≥ 200 mg/dl.	
326	Diabetes										Tengo diabetes, me operaron de cataratas, tenía un derrame y después de la operación no se quitó, me tengo que operar otra vez, ¿es peligroso y caro?		
326	Diabetes										Orino más de lo normal. Con análisis en mano el médico de cabecera descarta diabetes y el urólogo descarta próstata. He perdido peso. ¿Debo acudir a un endocrino como me aconseja el urólogo?		
326	Diabetes										Hola soy hombre tengo 36 años y en la última analítica me dio 239 de colesterol total, LDL 157 y HDL 49. Hago deporte, no tensión, no fumo, no diabetes y no obesidad. ¿Qué hago?		
326	Diabetes										Me diagnosticaron Candida glabrata en casi todas las uñas de los pies. Me hice estudio de tiroides y diabetes hace 6 meses y todo OK. Leí que puede ser inmunodeficiencia (Cáncer/VIH). Desesperado.		
326	Diabetes										¿Es posible que una diabetes sin diagnosticar pueda aumentar el flujo de orina y el aumento de la frecuencia urinaria?	 En muchos casos no presentan sintomas hasta el diagnostico de laboratorio sino los sintomas más frecuentes son: La triada de las 3P que significa Poliuria (Constante necesidad de orinar) Polidipsia (tener mucha sed), Polifagía(tener mucha hambre) , pérdida inusual de peso ,Fatiga e irritabilidad extremas.Infecciones frecuentes, Visión Borrosa, Cortes o moretones que demoran en sanar, hormigueo en las manos o los pies, infecciones recurrentes de la piel, encias. 	
326	Diabetes										Una diabetes tipo 2 mal controlada, ¿en qué tiempo ejerce las complicaciones de vista, riñón, corazón y piernas? Gracias.		
326	Diabetes										Ayúdenme. No sudo nada de nada y me da mucha sed y orino más de 40 veces al día y no tengo diabetes. Aunque haga ejercicio, no sudo. Tengo que estar continuamente remojándome con agua helada.		
326	Diabetes										A mi esposa le han detectado principios de diabetes y tiene que seguir una dieta. ¿Cuál puede ser? Porque no le dijeron qué específicamente y tienen que revisarla en un mes para operación.	 Mas que lo que no puedes comer es que comidas te hacen bien. Un plan saludable de alimentación para personas con diabetes generalmente es igual al plan de comidas saludables de cualquier persona: bajo en grasa (especialmente grasas saturadas y trans), consumo moderado de sal y azúcar, alimentos con granos integrales, vegetales y fruta. La comida para diabéticos y “dietética” en general no ofrece ningún beneficio especial. La mayoría eleva igual el nivel de glucosa en la sangre, usualmente es más cara y puede tener un efecto laxante si tienen alcoholes de azúcar.	
326	Diabetes										Hola. He consumido píldoras anticonceptivas durante 10 años. Además, tengo poliquísticos en los ovarios y diabetes tipo 2. Lo anterior, ¿me dificultará para quedar embarazada pronto?		
326	Diabetes										Me han hecho las anticuerpos de mi diabetes y ya han llegado sale que tengo positivo los anticuerpos IA2 a 42,8 u/ml, ¿eso confirma mi diabetes tipo 1? ¿Aunque tengo los GAD negativos?		
326	Diabetes										Vomitas a diario, no tienes ánimo y comes muy poquito, baja de peso. ¿A qué se debe? Esto hace ya un mes, cuando se debutó en diabetes e hipertensión. Presenta barro biliar según la eco. Lo otro está		
326	Diabetes										Mi madre tiene diabetes desde hace mucho tiempo y tengo miedo de que desarrolle retinopatía, ¿qué pruebas se pueden hacer para diagnosticarla?	La diabetes puede dañarle los ojos. Puede causarle daño a los pequeños vasos sanguíneos de la retina, que es la parte posterior del ojo. Esta afección se denomina retinopatía diabética. La diabetes también aumenta el riesgo de padecer glaucoma, cataratas y otros problemas oculares.Usted debe visitar a un oftalmólogo todos los años para hacerse un examen ocular y evitar estas complicaciones.	
326	Diabetes										Mi madre padece de diabetes y últimamente me ha comentado que está muy cansada y falta de fuerzas, ¿a qué puede deberse esto? Estoy preocupado, gracias doctor		
326	Diabetes										Tengo 50 años, peso 55 kg. De siempre se me adormecen las manos y estoy asustada. Familiares con amputaciones por diabetes en vejez. ¿A qué médico debo acudir?		
326	Diabetes										Mi hermana, que tiene 45 años, padece de diabetes desde poco y está tomando medicina, pero le ha salido hace dos días hematoma en toda la pierna izquierda y eso que no ha caído ni nada. ¿Qué será?		
326	Diabetes										A mi suegra le detectaron cáncer gástrico, hace tres días atrás que siente dolor leve de cabeza, brazo y mano derecha, ¿qué puede ser? Además ella tiene anemia, hipertensión y diabetes.		
326	Diabetes										En mi embarazo tuve diabetes gestacional, a las 26 semanas. Después del parto seguí diabética, ¿con la prueba del talón se puede saber si mi bebé nació con la enfermedad?	La diabetes gestacional no tratada o mal controlada puede hacerle daño a su bebé,La glucosa adicional en la sangre atraviesa la placenta, lo que hace que el bebé tenga un alto nivel de glucosa,Ya que, el bebé está recibiendo más energía de la que necesita para crecer y desarrollarse. La energía adicional se almacena como grasa, Esto puede producir macrosomía o un bebé "gordo". Entre ellos daño en los hombros durante el parto,Debido a la insulina adicional producida por el páncreas del bebé, los recién nacidos pueden tener un nivel de glucosa muy bajo al nacer y también corren mayor riesgo de tener problemas respiratorios. Los bebés con exceso de insulina corren mayor riesgo de ser obesos durante su niñez y tener diabetes de tipo 2 de adultos.	
326	Diabetes										¿Por qué está contraindicada la electroestimulación en las personas que padecen diabetes y si esta contraindicación es absoluta o hay casos en que puede recurrirse a esa técnica de ejercicio?		
326	Diabetes										Me diagnosticaron diabetes, tengo sobrepeso y me cuesta adelgazar, ¿cómo encaro mi dieta?	 Mas que lo que no puedes comer es que comidas te hacen bien. Un plan saludable de alimentación para personas con diabetes generalmente es igual al plan de comidas saludables de cualquier persona: bajo en grasa (especialmente grasas saturadas y trans), consumo moderado de sal y azúcar, alimentos con granos integrales, vegetales y fruta. La comida para diabéticos y “dietética” en general no ofrece ningún beneficio especial. La mayoría eleva igual el nivel de glucosa en la sangre, usualmente es más cara y puede tener un efecto laxante si tienen alcoholes de azúcar. Si aun asi es muy dificil para ti debes buscar ayuda de un profesional de l salud como Nutricionista o nutriologo para que te puedadar un apoyo adicional.	
326	Diabetes										¿La diabetes tiene origen genético? ¿Es hereditaria?	A diferencia de algunos rasgos hereditarios, al parecer no se hereda la diabetes en un patrón simple. Sin embargo, está claro que algunas personas son más propensas a tener diabetes que otras. En general, si es un hombre con diabetes tipo 1, las probabilidades de que su hijo tenga diabetes son 1 de 17.Si es una mujer con diabetes tipo 1 y dio a luz antes de los 25 años, el riesgo de su hijo es 1 de 25; si lo tuvo después de los 25, el riesgo de su hijo es 1 de 100.El riesgo de su hijo aumenta al doble si a usted le dio diabetes antes de los 11 años. Si tanto usted como su pareja tienen diabetes de tipo 1, el riesgo es entre 1 de 10 y 1 de 4. 	
326	Diabetes										He leído en un artículo que según un estudio masturbarse previene de ciertas enfermedades como el cáncer, la diabetes tipo 2, cistitis, depresión o síndrome de piernas inquietas. ¿Es cierto?		
326	Diabetes										¿La diabetes se diagnostica en un análisis de sangre normal? ¿Cuáles son los síntomas?	 Hay varias maneras de diagnosticar la diabetes. Si su médico sospecha síntomas clásicos de glucosa alta le podra solicitar algunos de los siguientes examenes, prueba de la hemoglobina glicosilada (A1C) es diagnostica diabetes cuando: A1C ≥ 6.5% Las ventajas de este es  que no tiene que ayunar ni beber nada. y marca el estado de los ultimos 3 meses, Glicemia en ayunas, prueba de sangre que se debe tomar con al menos 8 horas antes del examen, Prueba de tolerancia a la glucosa oral prueba de sangre con una carga de azucar Se diagnostica diabetes cuando: Glucosa en la sangre a las 2 horas ≥ 200 mg/dl Prueba aleatoria (o casual) de glucosa plasmática prueba de sangre en cualquier momento frente a la duda de diabetes e diagnostica diabetes cuando: Glucosa en la sangre ≥ 200 mg/dl. En muchos casos no presentan sintomas hasta el diagnostico de laboratorio sino los sintomas más frecuentes son: La triada de las 3P que significa Poliuria (Constante necesidad de orinar) Polidipsia (tener mucha sed), Polifagía(tener mucha hambre) , pérdida inusual de peso ,Fatiga e irritabilidad extremas.Infecciones frecuentes, Visión Borrosa, Cortes o moretones que demoran en sanar, hormigueo en las manos o los pies, infecciones recurrentes de la piel, encias. 	
326	Diabetes										Mi abuelo tiene 90 años, le amputaron una pierna hace 20 años y hoy nos han dicho que deben amputarle la otra por el estado de enfermedad vascular sumado a diabetes. ¿Qué otras opciones existen?		
326	Diabetes										Soy obeso. ¿Se puede predecir si voy a padecer diabetes en un futuro?	La obesidad es un factor de riesgo para la diabetes. Por otro lado la  Diabetes Tipo 1 todavía se están investigando. Sin embargo, tener un familiar con diabetes tipo 1 aumenta ligeramente el riesgo de desarrollar la enfermedad. Los factores medioambientales y la exposición a ciertas infecciones virales . Diabetes tipo 2 El sobrepeso, los antecedentes familiares, raza y edad.sedentarismo , tabaco, dieta poco sana, edad avanzada. Presión arterial alta, Tolerancia anormal a la Glucosa, antecedentes de diabetes gestacional	
326	Diabetes										¿La enfermedad de la diabetes es genética? He sido madre y no sé si mi bebé será diabético.	A diferencia de algunos rasgos hereditarios, al parecer no se hereda la diabetes en un patrón simple. Sin embargo, está claro que algunas personas son más propensas a tener diabetes que otras. En general, si es un hombre con diabetes tipo 1, las probabilidades de que su hijo tenga diabetes son 1 de 17.Si es una mujer con diabetes tipo 1 y dio a luz antes de los 25 años, el riesgo de su hijo es 1 de 25; si lo tuvo después de los 25, el riesgo de su hijo es 1 de 100.El riesgo de su hijo aumenta al doble si a usted le dio diabetes antes de los 11 años. Si tanto usted como su pareja tienen diabetes de tipo 1, el riesgo es entre 1 de 10 y 1 de 4. 	
326	Diabetes										Si padeces diabetes, ¿tienes más posibilidades de tener un ictus?		
326	Diabetes										Mi madre tiene diabetes y está muy delgada por mucho que coma no engorda nada, es más hasta pierde peso. ¿Es aconsejable que acuda a un hospital para que la ingresen y que la tengan en observación?		
326	Diabetes										Embarazada 32 semanas. Diabetes gestacional controlada con dieta. En el último análisis 305 colesterol y glucosa 71. ¿A qué se debe esa subida cuando siempre perfecto? ¿Qué consecuencias puede tener?		
326	Diabetes										Me han diagnosticado diabetes tipo 2, ¿qué alimentos no puedo comer?	 Mas que lo que no puedes comer es que comidas te hacen bien. Un plan saludable de alimentación para personas con diabetes generalmente es igual al plan de comidas saludables de cualquier persona: bajo en grasa (especialmente grasas saturadas y trans), consumo moderado de sal y azúcar, alimentos con granos integrales, vegetales y fruta. La comida para diabéticos y “dietética” en general no ofrece ningún beneficio especial. La mayoría eleva igual el nivel de glucosa en la sangre, usualmente es más cara y puede tener un efecto laxante si tienen alcoholes de azúcar. Si aun asi es muy dificil para ti debes buscar ayuda de un profesional de l salud como Nutricionista o nutriologo para que te puedadar un apoyo adicional.	
326	Diabetes										Hola. Me gustaría saber si hay alguna forma de prevenir la diabetes cuando todavía eres un bebé. Gracias.	La diabetes tipo 1 no se puede prevenir. Incluso, los médicos no pueden determinar quién padecerá esta enfermedad y quién no.La diabetes tipo 2 es distinta. A veces, es posible prevenir la diabetes tipo 2.Una de las maneras de prevenir la diabetes tipo 2 es tener un peso normal y saludable. Otras medidas preventivas son comer alimentos nutritivos, frescos y saludables, y hacer ejercicio	
326	Diabetes										Mi mamá tiene diabetes y ya le recetaron insulina, pero se aferra a no inyectársela, dice que tiene mareos y dolor de cabeza, ¿qué consecuencias hay de que no siga la recomendación del doctor?		
326	Diabetes										¿En qué consiste la cirugía para la diabetes? Yo creía que la diabetes no se podía sanar.	No,independientemente de lo que lo que pueda encontrar en Internet, la diabetes no tiene cura. En la diabetes tipo 1, las células pancreáticas productoras de insulina se destruyen. Y, una vez destruidas, no vuelven a fabricar insulina nunca más. Los pacientes diabetes tipo 2 pueden percibir mejoras en sus concentraciones de azúcar en sangre después de la pubertad o de introducir cambios en su estilo de vida, lo más probable es que siempre sean proclives a tener concentraciones elevadas de azúcar en sangre, sobre todo si llevan vidas físicamente inactivas o ganan demasiado peso. Consiste en la cirugía de bypass gástrico Reduce el tamaño del estómago (del tamaño de un puño al tamaño de un pulgar) y reduce el camino que la comida recorre a través del intestino delgado. Esto limita la cantidad de calorías absorbidas. Este cambio es permanente. o la cirugía,  la segunda opción es Cirugía laparoscópica gástrica también conocida como “de banda o cinturón gástrico”: Un cinturón que envuelve al estómago. Es un cinturón que aprieta al estómago para que sienta lleno con menos comida. Este cambio se puede ajustar o revertir si es necesario. Aunque algunos estudios clínicos pequeños hayan demostrado los beneficios del control de la glucosa en pacientes con diabetes tipo 2 y un índice de masa corporal alto, no hay evidencia suficiente que demuestre beneficios en personas con un índice de masa corporal más bajo que 35.	
326	Diabetes										A mi padre le tienen que practicar una gastroscopia y colonoscopia con anestesia total, tiene anemia y diabetes tipo II, el fibrinógeno le da 629mg dL ¿hay algún problema?		
326	Diabetes										Mi madre enferma con diabetes. Tiene una herida en el pie, cómo puedo hacer para que se le cure. A pesar de todo ella no come mucho, come poquito. Ayúdenme por favor. Mándeme cómo puedo alimentarla	 Mas que lo que no puedes comer es que comidas te hacen bien. Un plan saludable de alimentación para personas con diabetes generalmente es igual al plan de comidas saludables de cualquier persona: bajo en grasa (especialmente grasas saturadas y trans), consumo moderado de sal y azúcar, alimentos con granos integrales, vegetales y fruta. La comida para diabéticos y “dietética” en general no ofrece ningún beneficio especial. La mayoría eleva igual el nivel de glucosa en la sangre, usualmente es más cara y puede tener un efecto laxante si tienen alcoholes de azúcar. Si aun asi es muy dificil para ti debes buscar ayuda de un profesional de l salud como Nutricionista o nutriologo para que te puedadar un apoyo adicional.                                                                                                                                                                    El pie diabetico es Una alteración anatómica o funcional, determinada por anomalías neurológicas y diversos grados de enfermedad vascular periférica de la extremidad inferior y que le confiere a éste una mayor susceptibilidad de presentar infección, ulceración y/o destrucción de tejidos profundos. Este tipo de ulcera deben ser curado en un centro de especializado en el pie diabetico, debido a que el riesgo es de que se comlique y termine en una amputación.                                                                                                                                                                        	
326	Diabetes										¿Cuáles son los factores que intervienen en la aparición de la diabetes tipo 2? A un familiar mío se la han detectado.	Diabetes tipo 2 El sobrepeso, los antecedentes familiares, raza y edad.sedentarismo , tabaco, dieta poco sana, edad avanzada. Presión arterial alta, Tolerancia anormal a la Glucosa, antecedentes de diabetes gestacional	
326	Diabetes										Mi padre y tíos son diabéticos, dicen que la diabetes salta una generación y afecta más a los hombres, ¿debería hacerles algún tipo de prueba o control a mis hijos?	A diferencia de algunos rasgos hereditarios, al parecer no se hereda la diabetes en un patrón simple. Sin embargo, está claro que algunas personas son más propensas a tener diabetes que otras. En general, si es un hombre con diabetes tipo 1, las probabilidades de que su hijo tenga diabetes son 1 de 17.Si es una mujer con diabetes tipo 1 y dio a luz antes de los 25 años, el riesgo de su hijo es 1 de 25; si lo tuvo después de los 25, el riesgo de su hijo es 1 de 100.El riesgo de su hijo aumenta al doble si a usted le dio diabetes antes de los 11 años. Si tanto usted como su pareja tienen diabetes de tipo 1, el riesgo es entre 1 de 10 y 1 de 4	
326	Diabetes										A mi mama le detectaron la diabetes y no le baja de los 360, sufre grandes dolores de cabeza , y todos los dias le dan temblores en el brazo izqierdo y luego no se  mueve por un rato que podemos hacer?		
326	Diabetes										¿Cual es la causa por lo que el nivel de azucar se mantiene alto sobre 250  aun con medicamentos?		
326	Diabetes										Son buenas alternativas:bomba de insulina, by pas yeyunal, autohemoterapia. ¿Cual es la mejor o más recomendable?		
326	Diabetes										Que profesional es aconsejable para llevar a mi padre, resulta que el tiene grandes problemas debido a la diabetes, uno de los que me preocupa es neuropatia diabetica que ya no soporta sus dolores en el cuerpo, antes era en un lugar localizado ahora en todo su cuerpo.	A un Diabetologo o Neurologo. No,independientemente de lo que lo que pueda encontrar en Internet, la diabetes no tiene cura. En la diabetes tipo 1, las células pancreáticas productoras de insulina se destruyen. Y, una vez destruidas, no vuelven a fabricar insulina nunca más. Los pacientes diabetes tipo 2 pueden percibir mejoras en sus concentraciones de azúcar en sangre después de la pubertad o de introducir cambios en su estilo de vida, lo más probable es que siempre sean proclives a tener concentraciones elevadas de azúcar en sangre, sobre todo si llevan vidas físicamente inactivas o ganan demasiado peso.                                                                                                                                                           	
326	Diabetes										como curar la diabetes?	No,independientemente de lo que lo que pueda encontrar en Internet, la diabetes no tiene cura. En la diabetes tipo 1, las células pancreáticas productoras de insulina se destruyen. Y, una vez destruidas, no vuelven a fabricar insulina nunca más. Los pacientes diabetes tipo 2 pueden percibir mejoras en sus concentraciones de azúcar en sangre después de la pubertad o de introducir cambios en su estilo de vida, lo más probable es que siempre sean proclives a tener concentraciones elevadas de azúcar en sangre, sobre todo si llevan vidas físicamente inactivas o ganan demasiado peso.	
326	Diabetes										Tengo 65 años soy insulina dependiente  además metformina .A cierta horas del día me siento tan llena de gases que me provocan vómitos y falta de respiración gracias por su ayuda erminda		
326	Diabetes										Desde hace un tiempo a esta parte estoy amaneciendo en ayunas con 230 de glicemia y no logro bajarla, esto niveles son normales en un diabetico?	La Asociación Americana de la Diabetes sugiere los siguientes niveles para adultos con diabetes, a excepción de las embarazadas. Es posible que objetivos más o menos rigurosos sean apropiados para ciertas personas. A1C: 7%                                                                                                                                                                                                     Glucosa plasmática preprandial (antes de comer): 80–130 mg/dl Glucosa plasmática posprandial (1-2 horas después del inicio de la comida)*: Menos de 180 mg/dl 	
326	Diabetes										Como contrarestar la impotencia en una mujer a causa de la diabetes?	 La sexualidad femenina y en las mujeres con diabetes afrontaban una serie de complicaciones relativas a la actividad sexual. Aunque no se observaba un aumento de los problemas de las mujeres para alcanzar el orgasmo, aumentaba el riesgo de una disminución de la excitación sexual, con una lubricación lenta y/o inadecuada, una reducción del deseo sexual y una probabilidad de que aumentase el dolor durante la penetración. Para poder contrarestar estos efectos es bueno consultar con un médico especialista y mantener los nievels de azucardentro de rangos normales.	
326	Diabetes										Buen día, necesito saber cuando una persona es diabetica y no puede ir a obrar que debe hacer ? lleva una semana sin ir al baño y no tiene ganas de nada, será efecto de tomar Metformina?		
326	Diabetes										Que tipo de regime se debe hacer para diabetes 2?	 Mas que lo que no puedes comer es que comidas te hacen bien. Un plan saludable de alimentación para personas con diabetes generalmente es igual al plan de comidas saludables de cualquier persona: bajo en grasa (especialmente grasas saturadas y trans), consumo moderado de sal y azúcar, alimentos con granos integrales, vegetales y fruta. La comida para diabéticos y “dietética” en general no ofrece ningún beneficio especial. La mayoría eleva igual el nivel de glucosa en la sangre, usualmente es más cara y puede tener un efecto laxante si tienen alcoholes de azúcar. Si aun asi es muy dificil para ti debes buscar ayuda de un profesional de l salud como Nutricionista o nutriologo para que te puedadar un apoyo adicional.	
326	Diabetes										He visto que hay muchos suplementos naturales para controlar los niveles de glucosa, pero la mayoria tienen fenogreco. He investigado sobre el mismo y en muchos sitios dicen que aumenta el seno. Que hay de cierto en eso?		
326	Diabetes										Con la Metformina para la diabetes se baja de peso ?		
326	Diabetes										¿Como puedo ayudar a mi marido con la diabetes cronica tipo ? 		
326	Diabetes										es grave la pre diabetis?	Entre el 15 y el 30 por ciento de las personas que tienen prediabetes desarrollarán diabetes tipo 2 en los 5 años siguientes. Si no cambia el estilo de vida, se expone a un mayor riesgo. Los estudios muestran que la pérdida de entre el 5 y el 7 por ciento de tu peso corporal, por una alimentación sana y ejercicios regulares, puede ayudar a prevenir o retrasar la aparición de la diabetes tipo 2. Para una persona que pesa 90 kilogramos, eso significa de 4,5 a 7 kilogramos.	
326	Diabetes										¿cuál es el motivo por el cual se debe amputar el dedo de un pié en un diabetico?	El pie diabetico es una alteración anatómica o funcional, determinada por anomalías neurológicas y diversos grados de enfermedad vascular periférica de la extremidad inferior y que le confiere a éste una mayor susceptibilidad de presentar infección, ulceración y/o destrucción de tejidos profundos. Este tipo de ulcera deben ser curado en un centro de especializado en el pie diabetico, debido a que el riesgo es de que se comlique y termine en una amputación. Las principales causas de Amputación son debido a una osteomelitis ( Infección del hueso) o debido a que por un daño de la circulación periferica la herida no puede cerrar y la ulcera se puede necrosar	
326	Diabetes										Mi pregunta es tengo 35 años y hace un año tengo diabetis y quiero tener un bebe, es peligroso?	Si usted ya tiene diabetes tipo 1 o tipo 2 y piensa en tener un bebé, consulte a su médico antes de quedar embarazada. La diabetes no tratada o mal controlada puede provocar problemas graves para su bebé. Si tiene diabetes y ya está embarazada, ¡no entre en pánico! Simplemente asegúrese de estar haciendo todo lo posible para cuidar su salud y su diabetes durante su embarazo. Con Dieta recomendada por su especialista , actividad Fisica y consulte a su médico que hacer con los farmacos que esta tomando.	
326	Diabetes										se puede tomar januvia,si tiene problema al riñon?		
326	Diabetes										Mi padre es insulino dependiente y acaba de pasar por una colostomía ha perdido 12 kilos en una semana y media, qué alimentos o suplementos podemos darle?		
326	Diabetes										Tengo la glicemia alta por las mañanas estándo en ayunas. Qué debo hacer para regular mi glicemia? 		
326	Diabetes										Me gustaría saber ¿qué pasa cuando a una persona que tiene diabetes se le diagnóstica dedos de los pies esta chamuscados?		
326	Diabetes										Quedé diabético tipo 2 después de un tratamiento con quimioterapia. También tengo una neuropatía periférica generada por el fármaco Oncovin, ¿tengo alternativa para paliar el dolor en los pies?		
326	Diabetes										Tengo de glicemia  en ayuna 95  y insulina basal 18 y  insulina beber glucosa 365 ¿Soy diabetica?		
326	Diabetes										Es perjudicial luego de  30 dias  de inyectarse dejar la insulina y volver a tomar sus pastillas normal mente?		
326	Diabetes										Mi papá tiene diabetes mellitus controlada, pero hace una semana comenzó con dolor en dedo pie (gordo), y està rojo. No tiene sensibilidad, sí resequedad y le dieron antibiòticos, ademàs inyectarse neurobionta. Está bien? Que hacemos?	Las personas con diabetes pueden tener muchos problemas diferentes en los pies. Incluso los problemas normales pueden empeorar y llevar a complicaciones severas. Los problemas de los pies generalmente se producen cuando hay daño a los nervios, lo que se denomina neuropatía, que resulta en la pérdida de sensación en los pies. La mala circulación y cambios en la forma de los pies o dedos también pueden causar problemas. La más grave de ellas es el pie diabetico es Una alteración anatómica o funcional, determinada por anomalías neurológicas y diversos grados de enfermedad vascular periférica de la extremidad inferior y que le confiere a éste una mayor susceptibilidad de presentar infección, ulceración y/o destrucción de tejidos profundos. Este tipo de ulcera deben ser curado en un centro de especializado en el pie diabetico, debido a que el riesgo es de que se comlique y termine en una amputación.	
326	Diabetes										mi marido de 68 años diabético le duele mucho la pierna derecha, tomó 2 syndol y no se le quita. que hago?		
326	Diabetes										Puede un diabético de 67 años que toma 3 metformina 850,2 glibenclamida,3 dolo-neurobionta,2 lyrica diario tomar viadil gotas para aliviar un dolor en el bajo vientre lado izquierdo?		
326	Diabetes										Como preparo a mi marido diábetico de 67 años para una colonoscopía larga, toma 2 metformina clorhidrato de 850 diario?		
326	Diabetes										Mi pareja se realizo examenes de rutina la orden la dio su psiquiatra y el medico no esta por estos dias para revisarlos y al verlos su glicemia esta bien pero su insulina basal sale de 47 y alos 120 min 262 y ambos salen de los niveles de referencia, puede ir a medico general o especialista		
326	Diabetes										Mi glucemia subio de 87 a 95 en los ultimos 3 años.  Hay modo de revertir esa tendencia o es inevitable que llegue a la diabetes teniendo en cuenta mi edad de 72 años, varon? Soy casi vegetariano y hago poco ejercicio.		
326	Diabetes										Mi consulta va por que en los consultorios te dan la metformina como pastilla para mejorar o nivelar la diabetes, pero a mi me provoca un dolor inimaginable al estomago o en realidad a la boca del estomago, mi pregunta es si existe algún medicamento que regule niveles o mejore la diabetes tipo 2?		
326	Diabetes										Me han dicho que con Diabetes se puede morir. Que tan cierto es?	Los altos niveles de glucosa en sangre (hiperglicemia) pueden conducir a enfermedades graves que afectan al corazón (Infartos) y los vasos sanguíneos, los ojos (Retinopatía diabética), los riñones (Insuficiencia renal), los nervios y pies (pie diabético), así como enfermedad periodontal. Además, las personas con diabetes también tienen un mayor riesgo de desarrollar infecciones.	
326	Diabetes										Hola, mi esposa está embarazada de 4 meses pero desde hace un año tiene resistencia a la insulina, controlada con metformina de 850mg. Me gustaría evitar la diabetes gestacional, cuales son los pasos a seguir?	Sus probabilidades de contraer diabetes gestacional son más altas si,tiene sobrepeso, ha tenido diabetes gestacional antes, ha dado a luz a un bebé con un peso mayor de 9 libras, su madre, su padre, su hermano o su hermana tiene diabetes tipo 2, tiene prediabetes, lo cual significa que sus niveles de glucosa en sangre son más altos de lo normal, pero no lo suficiente para un diagnóstico de diabetes,es afroamericana, indígena americana, asiática americana, hispana/latina o americana de las islas del Pacífico,tiene un trastorno hormonal denominado síndrome de ovario poliquístico, también conocido como PCOS (polycystic ovary syndrome)	
326	Diabetes										Tengo diabetes y tengo una herida en la pierna ,empeso como una espinilla y ahora es un oyo que se llena de materia y quiero saber a especialista tengo que ir.	El pie diabetico es Una alteración anatómica o funcional, determinada por anomalías neurológicas y diversos grados de enfermedad vascular periférica de la extremidad inferior y que le confiere a éste una mayor susceptibilidad de presentar infección, ulceración y/o destrucción de tejidos profundos. Este tipo de ulcera deben ser curado en un centro de especializado en el pie diabetico, debido a que el riesgo es de que se comlique y termine en una amputación.	
326	Diabetes										Es normal que a una persona de 50 años que le diagnosticaron diabetes hace un mes vaya a un profesional y este solo le recomiende realizar mas exámenes sin tomarle la glicemia ni darle un plan nutricional?		
326	Diabetes										¿Qué debo hacer si me recetan las pastillas para la Diabetes antes de las comidas y a veces después de las comidas y estoy confundido?		
